ean,family,sku,title,long_description,ecotax,category,main_photo,photo_1,photo_2,photo_3,photo_4,photo_5,photo_6,photo_7,photo_8,photo_9,photo_10,brand,sport,gender,axis_shoes_size,axis_size_fr,axis_main_color,secondary_color,variant_id,advice_1,advice_2,advice_3,technical_info_1,technical_info_2,technical_info_3,axis_football_ball_size,football_ball_type,related_product_ean_1,related_product_ean_2,related_product_ean_3,related_product_ean_4,related_product_ean_5,related_product_ean_6,related_product_ean_7,related_product_ean_8,related_product_ean_10,related_product_ean_10
624020583165274,FOOTBALL_BALLOONS,779933643770915,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd
756220150245268,FOOTBALL_BALLOONS,844690105196299,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd
869253354150448,FOOTBALL_BALLOONS,718582678259432,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd
479758626228094,FOOTBALL_BALLOONS,712951217815578,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd
614423849675323,FOOTBALL_BALLOONS,605910930174416,TITR,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd
45152284521992,FOOTBALL_BALLOONS,128085701107209,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd
602927219307757,FOOTBALL_BALLOONS,694455475625426,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd
235381419136632,FOOTBALL_BALLOONS,434715910982581,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd
656574573451817,FOOTBALL_BALLOONS,490406418544908,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd
83347421536086,FOOTBALL_BALLOONS,582518864540519,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd
229363969737275,FOOTBALL_BALLOONS,758501025835121,TITR,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd
748810109114197,FOOTBALL_BALLOONS,8859408780112,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd
259790850335189,FOOTBALL_BALLOONS,62161461780606,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd
855138030486745,FOOTBALL_BALLOONS,384681157415802,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd
2678415638643,FOOTBALL_BALLOONS,466055386638544,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd
221830372206826,FOOTBALL_BALLOONS,711996289513747,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd
857895152254786,FOOTBALL_BALLOONS,307270031374536,TITR,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd
582577141339868,FOOTBALL_BALLOONS,299811580967609,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd
949777573455886,FOOTBALL_BALLOONS,232699118911275,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd
888639023567972,FOOTBALL_BALLOONS,896914566507155,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd
754030823852164,FOOTBALL_BALLOONS,741408744988947,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd
110832510322411,FOOTBALL_BALLOONS,618183561378068,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd
81724814878436,FOOTBALL_BALLOONS,813202153205836,TITR,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd
16721473391971,FOOTBALL_BALLOONS,574913417570826,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd
700649067191868,FOOTBALL_BALLOONS,523406162980587,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd
896404396618116,FOOTBALL_BALLOONS,666932882717785,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd
179586999822995,FOOTBALL_BALLOONS,522483803532162,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd
865074067887747,FOOTBALL_BALLOONS,832211408552971,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd
31972654504965,FOOTBALL_BALLOONS,379986615791853,TITR,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd
314572214927388,FOOTBALL_BALLOONS,227987390514685,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd
74228741058683,FOOTBALL_BALLOONS,326712301406155,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd
223169785730233,FOOTBALL_BALLOONS,277991041919511,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd
876161918845348,FOOTBALL_BALLOONS,21344314090826,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd
596213069454134,FOOTBALL_BALLOONS,189062885459314,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd
188556058452756,FOOTBALL_BALLOONS,74614767477879,TITR,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd
31425480600641,FOOTBALL_BALLOONS,155051185861692,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd
497435048319077,FOOTBALL_BALLOONS,92461880794281,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd
465659006915559,FOOTBALL_BALLOONS,66478108661719,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd
565002976476004,FOOTBALL_BALLOONS,147678532180428,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd
751903975774833,FOOTBALL_BALLOONS,573671250130241,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd
807390308657006,FOOTBALL_BALLOONS,397247849553155,TITR,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd
124940356633838,FOOTBALL_BALLOONS,955106400572429,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd
429936496942568,FOOTBALL_BALLOONS,444223680370759,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd
222044700885939,FOOTBALL_BALLOONS,388531960291805,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd
539828462253071,FOOTBALL_BALLOONS,879637954308264,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd
919435668500328,FOOTBALL_BALLOONS,934085315407984,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd
704089457557046,FOOTBALL_BALLOONS,850342170968832,TITR,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd
944170066434847,FOOTBALL_BALLOONS,997372590533866,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd
603996841433904,FOOTBALL_BALLOONS,406211219964046,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd
981424337046396,FOOTBALL_BALLOONS,136839897048558,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd
928383028196751,FOOTBALL_BALLOONS,508070470270675,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd
304717660475853,FOOTBALL_BALLOONS,910769865164071,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd
853780896593136,FOOTBALL_BALLOONS,224508227282064,TITR,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd
695675324836728,FOOTBALL_BALLOONS,981725571165755,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd
960960433419155,FOOTBALL_BALLOONS,333604733578832,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd
949836695450982,FOOTBALL_BALLOONS,948450654223961,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd
471700210656263,FOOTBALL_BALLOONS,127085700804093,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd
246030678166578,FOOTBALL_BALLOONS,946516101220315,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd
428863339638246,FOOTBALL_BALLOONS,63885674433343,TITR,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd,zadazd
